#algo	query_id	nb_reads	query_length	accession	description	organism	percentIdentity	nb_hsps	queryOverlap	hitOverlap	evalue	score	tax_id	taxonomy	sequence
"BLASTX"	"SRR10518885_1101"	"362"	"1699"	"XP_010660565"	"PREDICTED: auxin transport protein BIG [Vitis vinifera]"	"Vitis vinifera"	"98.2"	"1"	"99"	"11"	"0"	"1025.39"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2908"	"350"	"1196"	"XP_002281629"	"PREDICTED: tudor domain-containing protein 3 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"88"	"83"	"0"	"607.831"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2848"	"563"	"1205"	"XP_010653052"	"PREDICTED: uncharacterized protein LOC100259729 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"89"	"44"	"0"	"721.465"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2090"	"472"	"1364"	"XP_010645442"	"PREDICTED: probable cellulose synthase A catalytic subunit 5 [UDP-forming] [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"95"	"39"	"0"	"796.579"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2689"	"226"	"1237"	"CBI28725"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"58"	"90"	"1.0243e-173"	"495.738"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_80"	"1437"	"3205"	"XP_002275630"	"PREDICTED: protein EXPORTIN 1A [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"99"	"0"	"2131.3"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1050"	"954"	"1728"	"XP_002275510"	"PREDICTED: V-type proton ATPase subunit C [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"65"	"100"	"0"	"712.605"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_385"	"431"	"2258"	"XP_010664169"	"PREDICTED: uncharacterized protein LOC100260794 [Vitis vinifera]"	"Vitis vinifera"	"97.2"	"1"	"100"	"17"	"0"	"1350.5"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_981"	"411"	"1758"	"XP_002266729"	"PREDICTED: dynamin-like protein ARC5 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"94"	"71"	"0"	"1118.61"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_826"	"625"	"1844"	"CBI16647"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"93"	"83"	"0"	"930.628"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3719"	"994"	"1071"	"CBI31753"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"91.8"	"1"	"65"	"51"	"2.50739e-139"	"413.305"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_546"	"556"	"2081"	"XP_010646453"	"PREDICTED: LETM1 and EF-hand domain-containing protein 1, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"98"	"89"	"0"	"1232.24"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1413"	"535"	"1567"	"XP_002263156"	"PREDICTED: dnaJ protein homolog [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"66"	"82"	"2.6558e-179"	"520.39"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4203"	"166"	"1004"	"XP_002280771"	"PREDICTED: cryptochrome DASH, chloroplastic/mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"57"	"0"	"707.597"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2632"	"140"	"1245"	"XP_002279613"	"PREDICTED: formin-like protein 6 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"2"	"98"	"46"	"5.49435e-22"	"801.187"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_424"	"2440"	"2199"	"XP_002283975"	"PREDICTED: alpha-L-arabinofuranosidase 1 [Vitis vinifera]"	"Vitis vinifera"	"99.9"	"1"	"91"	"99"	"0"	"1261.13"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1083"	"849"	"1707"	"XP_002264159"	"PREDICTED: signal recognition particle 54 kDa protein 2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"87"	"100"	"0"	"995.342"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_600"	"1329"	"2024"	"XP_002284640"	"PREDICTED: probable protein phosphatase 2C 12 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"62"	"97"	"0"	"801.586"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_815"	"424"	"1851"	"XP_002275748"	"PREDICTED: polyadenylate-binding protein-interacting protein 4 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"87"	"85"	"0"	"920.228"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1771"	"267"	"1451"	"XP_002282036"	"PREDICTED: putative methylesterase 14, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"71"	"100"	"0"	"707.983"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_244"	"3621"	"2514"	"XP_019073895"	"PREDICTED: uncharacterized protein LOC104878320 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"48"	"87"	"0"	"549.666"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1913"	"284"	"1409"	"XP_002280396"	"PREDICTED: zinc finger CCCH domain-containing protein 48 [Vitis vinifera]"	"Vitis vinifera"	"98.6"	"1"	"75"	"80"	"0"	"714.531"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1156"	"1901"	"1674"	"XP_002280913"	"PREDICTED: protein BONZAI 1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"98.9"	"1"	"96"	"93"	"0"	"1083.55"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_88"	"188"	"3126"	"XP_010658888"	"PREDICTED: ubiquitin carboxyl-terminal hydrolase 12 isoform X5 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"96"	"90"	"0"	"1964.5"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3564"	"203"	"1091"	"CBI15579"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"69"	"75"	"0"	"523.857"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3027"	"112"	"1176"	"XP_010650826"	"PREDICTED: uncharacterized protein LOC100255308 [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"1"	"80"	"55"	"0"	"548.51"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3666"	"114"	"1078"	"XP_002266856"	"PREDICTED: urease isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"81"	"35"	"0"	"592.038"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_950"	"2585"	"1773"	"XP_002270732"	"PREDICTED: NADPH--cytochrome P450 reductase [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"80"	"67"	"0"	"958.362"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_44"	"3157"	"3764"	"XP_010654205"	"PREDICTED: mRNA-capping enzyme isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"54"	"100"	"0"	"1365.52"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1982"	"206"	"1389"	"XP_002268954"	"PREDICTED: transmembrane protein 184 homolog DDB_G0279555 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"64"	"100"	"0"	"603.594"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_352"	"1559"	"2298"	"TEY19074"	"hypothetical protein Saspl_047302 [Salvia splendens]"	"Salvia splendens"	"87.1"	"2"	"30"	"72"	"8.04215e-97"	"386.712"	"180675"	"Eukaryota;;Lamiaceae;Salvia;Salvia splendens"	""
"BLASTX"	"SRR10518885_1962"	"512"	"1397"	"XP_019072571"	"PREDICTED: protein decapping 5 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"2"	"59"	"46"	"2.709725e-24"	"549.266"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2539"	"343"	"1266"	"RVX04111"	"Auxin response factor 9 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"99"	"54"	"0"	"827.78"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2229"	"130"	"1332"	"XP_002277672"	"PREDICTED: protein phosphatase methylesterase 1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"79"	"100"	"0"	"689.493"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2983"	"1148"	"1183"	"XP_010664033"	"PREDICTED: mitotic spindle checkpoint protein BUBR1 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"92"	"96"	"0"	"758.829"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3597"	"131"	"1087"	"XP_010661102"	"PREDICTED: uncharacterized protein LOC100245770 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"89"	"56"	"0"	"674.085"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1"	"6874"	"6043"	"XP_002283298"	"PREDICTED: callose synthase 3 [Vitis vinifera]"	"Vitis vinifera"	"97.4"	"1"	"95"	"98"	"0"	"3762.23"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4174"	"189"	"1008"	"RVX17136"	"Protein TIFY 10A [Vitis vinifera]"	"Vitis vinifera"	"98.1"	"1"	"80"	"94"	"8.4493e-175"	"495.738"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1418"	"358"	"1565"	"XP_002266398"	"PREDICTED: serine decarboxylase [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"87"	"95"	"0"	"884.789"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2686"	"1415"	"1237"	"RVW49303"	"E3 ubiquitin-protein ligase RDUF1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"76"	"86"	"1.98956e-134"	"399.823"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2172"	"834"	"1347"	"XP_002268645"	"PREDICTED: 60S acidic ribosomal protein P0 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"71"	"100"	"0"	"571.237"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1193"	"1264"	"1658"	"XP_002284101"	"PREDICTED: subtilisin-like protease SBT1.7 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"76"	"55"	"0"	"831.632"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_700"	"910"	"2375"	"XP_010647682"	"PREDICTED: uncharacterized protein LOC100247047 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"34"	"82"	"0"	"540.806"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2480"	"334"	"1279"	"XP_002266197"	"PREDICTED: post-GPI attachment to proteins factor 3 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"87"	"98"	"0"	"740.725"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3856"	"256"	"1052"	"XP_002280374"	"PREDICTED: protein PIN-LIKES 2 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"86"	"69"	"0"	"623.624"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4028"	"104"	"1029"	"XP_010660333"	"PREDICTED: protease Do-like 7 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"91"	"34"	"0"	"658.292"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_559"	"637"	"2062"	"XP_002285287"	"PREDICTED: casein kinase 1-like protein 10 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"67"	"99"	"0"	"912.909"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1694"	"1320"	"1474"	"XP_002275306"	"PREDICTED: tubulin beta-1 chain [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"87"	"96"	"0"	"870.537"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2193"	"246"	"1341"	"XP_002264567"	"PREDICTED: cactin [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"76"	"52"	"0"	"681.404"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1349"	"1341"	"1743"	"RVW96158"	"Transmembrane 9 superfamily member 10 [Vitis vinifera]"	"Vitis vinifera"	"90.0"	"1"	"84"	"76"	"0"	"833.173"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4033"	"58"	"1028"	"XP_010648823"	"PREDICTED: formin-like protein 18 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"100"	"28"	"0"	"649.432"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_303"	"2157"	"2368"	"XP_002276396"	"PREDICTED: vacuolar protein sorting-associated protein 51 homolog [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"95"	"96"	"0"	"1461.43"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2246"	"421"	"1328"	"XP_002271902"	"PREDICTED: nudix hydrolase 3 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"88"	"50"	"0"	"812.372"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1465"	"519"	"1549"	"CBI27788"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"77"	"95"	"0"	"752.666"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2064"	"597"	"1371"	"NP_001268085"	"uncharacterized protein LOC100259734 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"91"	"54"	"0"	"725.317"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1964"	"250"	"1581"	"XP_002276809"	"PREDICTED: uncharacterized protein LOC100255632 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"59"	"77"	"0"	"642.884"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3641"	"620"	"1081"	"RVW92222"	"hypothetical protein CK203_027135 [Vitis vinifera]"	"Vitis vinifera"	"81.2"	"1"	"56"	"48"	"2.88309e-107"	"330.487"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3111"	"258"	"1164"	"XP_002285714"	"PREDICTED: phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"98.4"	"1"	"98"	"98"	"0"	"748.429"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_484"	"551"	"2128"	"XP_002285365"	"PREDICTED: TBC1 domain family member 17 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"2"	"89"	"96"	"0"	"1236.077"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3706"	"448"	"1073"	"XP_002279804"	"PREDICTED: ABC transporter F family member 5 [Vitis vinifera]"	"Vitis vinifera"	"70.3"	"2"	"100"	"84"	"3.673735e-18"	"686.7829"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2425"	"1866"	"1290"	"XP_002278465"	"PREDICTED: staphylococcal-like nuclease CAN2 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"78"	"100"	"0"	"690.649"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_691"	"1315"	"1946"	"XP_002279984"	"PREDICTED: protein LUTEIN DEFICIENT 5, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"98.6"	"1"	"99"	"96"	"0"	"1263.44"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1451"	"1054"	"1554"	"XP_002265080"	"PREDICTED: malate dehydrogenase [NADP], chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"81"	"95"	"0"	"865.144"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2770"	"268"	"1221"	"XP_002283155"	"PREDICTED: stress-induced-phosphoprotein 1 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"81"	"100"	"0"	"681.404"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2101"	"580"	"1362"	"XP_002279575"	"PREDICTED: ribosome biogenesis protein WDR12 homolog [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"96"	"100"	"0"	"898.271"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_517"	"352"	"2103"	"XP_002281248"	"PREDICTED: probable sulfate transporter 3.5 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"89"	"97"	"0"	"1273.07"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3169"	"277"	"1156"	"XP_002273511"	"PREDICTED: probable protein phosphatase 2C 27 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"96"	"96"	"0"	"732.25"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_472"	"606"	"2146"	"CAN62536"	"hypothetical protein VITISV_041881 [Vitis vinifera]"	"Vitis vinifera"	"77.8"	"2"	"100"	"100"	"2.58273e-111"	"1527.292"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4088"	"996"	"1019"	"XP_002273319"	"PREDICTED: protein REVEILLE 6 [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"1"	"87"	"88"	"0"	"578.941"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_404"	"5489"	"2788"	"XP_010656182"	"PREDICTED: nucleosome assembly protein 1;4 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"40"	"100"	"0"	"624.009"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1226"	"326"	"1646"	"XP_002266883"	"PREDICTED: cytochrome P450 97B2, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"96"	"92"	"0"	"1075.08"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3462"	"464"	"1109"	"XP_002263067"	"PREDICTED: ADP-ribosylation factor GTPase-activating protein AGD12 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"83"	"93"	"0"	"577.4"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4138"	"293"	"1013"	"XP_002262753"	"PREDICTED: putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"39.5"	"1"	"100"	"24"	"9.90396e-57"	"209.92"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1801"	"439"	"1441"	"XP_003634755"	"PREDICTED: ABC transporter C family member 3 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"94"	"30"	"0"	"906.36"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4029"	"393"	"1029"	"XP_002278179"	"PREDICTED: calcium-dependent protein kinase 2 [Vitis vinifera]"	"Vitis vinifera"	"98.1"	"1"	"46"	"29"	"2.92012e-70"	"238.424"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_374"	"3647"	"2266"	"XP_002264587"	"PREDICTED: CTP synthase 1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"80"	"100"	"0"	"1156.35"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2114"	"696"	"1358"	"XP_002278554"	"PREDICTED: VAMP-like protein YKT61 isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"44"	"100"	"3.52786e-144"	"419.853"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2499"	"144"	"1274"	"XP_002265142"	"PREDICTED: WD-40 repeat-containing protein MSI1 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"90"	"91"	"0"	"796.964"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2084"	"384"	"1365"	"XP_010644099"	"PREDICTED: DNA polymerase I B, chloroplastic/mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"77"	"31"	"0"	"725.317"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3348"	"576"	"1128"	"CBI17492"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"97.1"	"1"	"56"	"86"	"3.2661e-143"	"416.001"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_766"	"1000"	"1886"	"XP_010661772"	"PREDICTED: probable serine/threonine-protein kinase At5g41260 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"74"	"95"	"0"	"973"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_296"	"319"	"2382"	"XP_010660768"	"PREDICTED: lysine-specific demethylase 5B isoform X4 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"100"	"43"	"0"	"1614.36"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3700"	"824"	"1074"	"XP_010663221"	"PREDICTED: probable ATP-dependent RNA helicase DDX46 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"43"	"44"	"8.22152e-89"	"281.182"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_778"	"1557"	"1881"	"XP_002270378"	"PREDICTED: serine/threonine-protein phosphatase PP2A-2 catalytic subunit [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"50"	"100"	"0"	"659.062"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1017"	"330"	"1744"	"RVW50832"	"hypothetical protein CK203_101833 [Vitis vinifera]"	"Vitis vinifera"	"96.2"	"1"	"45"	"76"	"2.78443e-180"	"522.316"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2209"	"1259"	"1336"	"XP_002283426"	"PREDICTED: mitochondrial-processing peptidase subunit alpha [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"78"	"69"	"0"	"648.662"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2165"	"180"	"1347"	"XP_010662360"	"PREDICTED: K(+) efflux antiporter 5 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"88"	"68"	"0"	"680.633"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1554"	"744"	"1523"	"RVW91707"	"Trehalase [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"98"	"84"	"0"	"992.26"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_636"	"566"	"1992"	"XP_010644587"	"PREDICTED: E3 ubiquitin-protein ligase UPL1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"18"	"0"	"1125.15"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2787"	"486"	"1216"	"XP_002285207"	"PREDICTED: vesicle-associated membrane protein 711 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"54"	"100"	"5.15017e-143"	"415.616"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1658"	"5575"	"1486"	"CBI35797"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"51"	"86"	"1.51326e-180"	"517.309"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2053"	"756"	"1373"	"XP_003631976"	"PREDICTED: acyl-CoA-binding domain-containing protein 5 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"90"	"58"	"0"	"857.44"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
