Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,Cultivar
SRR10556188,11/29/19 19:49,11/29/19 3:33,29693813,8908143900,29693813,300,2741,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/010308/SRR10556188,SRX7237910,YDT,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737494,SAMN13107026,simple,29760,Vitis vinifera,YDT,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,8A3C42B61201EA1C3AFF0770FD56E842,D0A1E1F4F5F69143C6C88DD7BD9055FD,Kyoho
SRR10556189,11/29/19 19:49,11/29/19 3:20,32514766,9754429800,32514766,300,3262,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/010308/SRR10556189,SRX7237909,YCN,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737493,SAMN13107025,simple,29760,Vitis vinifera,YCN,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,38736CD525B1C31AB869B2D0E10CC5D5,E96EEFD187F54EFB5470C7CA1F38A243,Kyoho
SRR10556663,11/30/19 8:13,11/29/19 9:15,87422394,25907210188,87422394,296,10123,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/010309/SRR10556663,SRX7238399,SAMN12496234,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233819,PRJNA558570,558570,SRS5737939,SAMN12496234,simple,29760,Vitis vinifera,buds of 4-12 d mixed sample with Hydrogen cyanamide treatment,no,SICHUAN AGRICULTURAL UNIVERSITY,SRA1004204,public,38566804C0A4B020118D1E61685F4447,0DBFB91BC794713F3230912ED0B09F51,Summer Black
SRR10556664,11/30/19 8:13,11/29/19 8:55,74893243,22252151370,74893243,297,8634,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/010309/SRR10556664,SRX7238398,SAMN12496233,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233819,PRJNA558570,558570,SRS5737938,SAMN12496233,simple,29760,Vitis vinifera,buds of 4-12 d mixed sample with water treatment,no,SICHUAN AGRICULTURAL UNIVERSITY,SRA1004204,public,B518BAC2711DB7B17A4416A7A037C5F9,5002ED71B58733BD580219DF5F41261B,Summer Black
SRR10556665,11/30/19 8:13,11/29/19 8:46,78255965,23294674504,78255965,297,9176,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/010309/SRR10556665,SRX7238397,SAMN12496232,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233819,PRJNA558570,558570,SRS5737937,SAMN12496232,simple,29760,Vitis vinifera,bud in 0d,no,SICHUAN AGRICULTURAL UNIVERSITY,SRA1004204,public,1834BB53C5CEAD319C5A04F1C1434970,81C672F7E30C9AB9479F26A7D74176CB,Summer Black
SRR10735876,12/26/19 10:06,12/19/19 0:29,23359275,6979961890,23359275,298,2628,,https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/010484/SRR10735876,SRX7411677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858874,SAMN13630679,simple,29760,Vitis vinifera,GSM4225094,no,GEO,SRA1014100,public,DC41494B0412971C81D496EA9EF1DD0C,3D58D0AB69E2ED2FC08186AF319C5067,
SRR10735877,12/26/19 10:06,12/19/19 0:44,27766344,8296372764,27766344,298,3121,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010484/SRR10735877,SRX7411678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858876,SAMN13630678,simple,29760,Vitis vinifera,GSM4225095,no,GEO,SRA1014100,public,FA24AA4537AC21A29E3389C37FE563F6,403E472A34A3E8219592EF7F67602BAB,
SRR10735878,12/26/19 10:06,12/19/19 0:27,23913738,7134280076,23913738,298,2690,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010484/SRR10735878,SRX7411679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858877,SAMN13630677,simple,29760,Vitis vinifera,GSM4225096,no,GEO,SRA1014100,public,36578F53AB827EA8C3D0FD28062081C7,6704BE965D5A479F3C533ACA33B5E522,
SRR10735879,12/26/19 10:06,12/19/19 0:34,30013820,8968342256,30013820,298,3368,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010484/SRR10735879,SRX7411680,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858887,SAMN13630676,simple,29760,Vitis vinifera,GSM4225097,no,GEO,SRA1014100,public,8D5BEB30CCB5BFCAC7B4E23505C9CDE1,B8B4DA684D44AF440AD216E0403C3B4B,
SRR10735880,12/26/19 10:06,12/19/19 0:28,23679040,7062261288,23679040,298,2626,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010484/SRR10735880,SRX7411681,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858886,SAMN13630670,simple,29760,Vitis vinifera,GSM4225098,no,GEO,SRA1014100,public,D5C549AE6B77FD00503CAD746D4AA3B2,3D75040BC8CB44517C9348B8EB140950,
SRR10735881,12/26/19 10:06,12/19/19 0:28,26029856,7768511580,26029856,298,2874,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/010484/SRR10735881,SRX7411682,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858878,SAMN13630694,simple,29760,Vitis vinifera,GSM4225099,no,GEO,SRA1014100,public,51CE931B0F83CB0626FF3982EE8FFE15,9F92190856603FE61BF71D8CEFA081A7,
SRR10735882,12/26/19 10:06,12/19/19 0:26,23126585,6897627940,23126585,298,2568,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/010484/SRR10735882,SRX7411683,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858879,SAMN13630693,simple,29760,Vitis vinifera,GSM4225100,no,GEO,SRA1014100,public,E5DCAE1420F704BAB9BB8A9AF071E133,E877E5D7B14D91E3FB6B43CDD7C678BC,
SRR10735883,12/26/19 10:06,12/19/19 0:43,25669476,7664682318,25669476,298,2879,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/010484/SRR10735883,SRX7411684,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858883,SAMN13630692,simple,29760,Vitis vinifera,GSM4225101,no,GEO,SRA1014100,public,55D0C90D931729C2D2C3CD36043C2F73,3475C7B65CB0BB05569E540246EE5C43,
SRR10735884,12/26/19 10:06,12/19/19 0:29,24779183,7400232518,24779183,298,2763,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/010484/SRR10735884,SRX7411685,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858880,SAMN13630691,simple,29760,Vitis vinifera,GSM4225102,no,GEO,SRA1014100,public,99BF67C5B8CC0E0630FB5D77BC25D74A,4FD87350B5C9A97DE09F967040A9A453,
SRR10735885,12/26/19 10:06,12/19/19 0:29,26758518,7975277402,26758518,298,2986,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010484/SRR10735885,SRX7411686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858881,SAMN13630690,simple,29760,Vitis vinifera,GSM4225103,no,GEO,SRA1014100,public,8079366E792F2686230C9A0BC3B6F4DC,BA637CC5C6D8B665D9F55D3C48EE4ECC,
SRR10735886,12/26/19 10:06,12/19/19 0:30,26906773,8027413658,26906773,298,3014,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/010484/SRR10735886,SRX7411687,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858882,SAMN13630689,simple,29760,Vitis vinifera,GSM4225104,no,GEO,SRA1014100,public,C024BB44BA204F7B4EC7941970078602,FD14390036E5D5818549247AF6E7290A,
SRR10735887,12/26/19 10:06,12/19/19 0:27,25298597,7549037720,25298597,298,2826,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/010484/SRR10735887,SRX7411688,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858884,SAMN13630688,simple,29760,Vitis vinifera,GSM4225105,no,GEO,SRA1014100,public,02BB62F0AAED564D52C58B1E70EDDCE6,D1442A939C2156B9B500C113F9687059,
SRR10735888,12/26/19 10:06,12/19/19 0:41,24578460,7335598966,24578460,298,2742,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/010484/SRR10735888,SRX7411689,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858885,SAMN13630687,simple,29760,Vitis vinifera,GSM4225106,no,GEO,SRA1014100,public,9752E064C7DBFCA3AC85A8B98EF28C33,AD13DC0EE33AF03CCFBD9058F623B497,
SRR10735889,12/26/19 10:06,12/19/19 0:27,23623307,7050937034,23623307,298,2636,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/010484/SRR10735889,SRX7411690,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858889,SAMN13630686,simple,29760,Vitis vinifera,GSM4225107,no,GEO,SRA1014100,public,0E53CABC4F9209A378FF47B20643A110,741766B8711B61E150E3086967E0AAB1,
SRR10735890,12/26/19 10:06,12/19/19 0:28,24799858,7394839338,24799858,298,2749,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/010484/SRR10735890,SRX7411691,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858888,SAMN13630685,simple,29760,Vitis vinifera,GSM4225108,no,GEO,SRA1014100,public,8260807DB22BF69A658D84AEDFE8F709,E5E87993C04D7568E9A34E5F44892A8C,
SRR10735891,12/26/19 10:06,12/19/19 0:28,23956947,7142075984,23956947,298,2650,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/010484/SRR10735891,SRX7411692,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858890,SAMN13630684,simple,29760,Vitis vinifera,GSM4225109,no,GEO,SRA1014100,public,DD2F6DA97E17828380468CD8D22C4FE8,1030030C62DF47F2081AA2E0F3A91477,
SRR10735892,12/26/19 10:06,12/19/19 0:41,24255551,7233301166,24255551,298,2692,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010484/SRR10735892,SRX7411693,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858894,SAMN13630683,simple,29760,Vitis vinifera,GSM4225110,no,GEO,SRA1014100,public,AF25F8A499A93D2185A2FBAEDA31F8FE,BDDF9BFC9DF487C94359575A205210B2,
SRR10735893,12/26/19 10:06,12/19/19 0:27,22722088,6775601702,22722088,298,2506,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/010484/SRR10735893,SRX7411694,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858891,SAMN13630682,simple,29760,Vitis vinifera,GSM4225111,no,GEO,SRA1014100,public,A2475B1405B6C6AE336A54AA781933E5,E93E7578675DB7544500DD7702F46DD5,
SRR10735894,12/26/19 10:06,12/19/19 0:31,25694835,7689893614,25694835,299,2886,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010484/SRR10735894,SRX7411695,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858896,SAMN13630681,simple,29760,Vitis vinifera,GSM4225112,no,GEO,SRA1014100,public,986E5A1F11C6CD80D6EF352228823DAB,38D1DF060C952856497310FA590AC570,
SRR10735895,12/26/19 10:06,12/19/19 0:30,24402591,7306651964,24402591,299,2760,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/010484/SRR10735895,SRX7411696,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858897,SAMN13630680,simple,29760,Vitis vinifera,GSM4225113,no,GEO,SRA1014100,public,F9676C52A2F6B01D21043ED649169E6F,644DCC3BFDF9C89FA5956316C08BFA8B,
SRR10735896,12/26/19 10:06,12/19/19 0:40,24296880,7274088540,24296880,299,2733,,https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/010484/SRR10735896,SRX7411697,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858892,SAMN13630675,simple,29760,Vitis vinifera,GSM4225114,no,GEO,SRA1014100,public,6E65A56D6A4405BCD8248270FFA3D302,FE2A6ADA2324264B681F3E9650C5982B,
SRR10735897,12/26/19 10:06,12/19/19 0:32,24923338,7462209772,24923338,299,2806,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/010484/SRR10735897,SRX7411698,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858893,SAMN13630674,simple,29760,Vitis vinifera,GSM4225115,no,GEO,SRA1014100,public,ABA5CE23911F3696D7F9902B82254C50,37173776425B701835906530FB9F4B1D,
SRR10735898,12/26/19 10:06,12/19/19 0:46,28074254,8405661504,28074254,299,3167,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/010484/SRR10735898,SRX7411699,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858895,SAMN13630673,simple,29760,Vitis vinifera,GSM4225116,no,GEO,SRA1014100,public,7FE6FCEBB503372C0BEC2140A4259FD0,701F8DF07B41A917DF44F6DE379BB127,
SRR10735899,12/26/19 10:06,12/19/19 0:40,25327287,7581300146,25327287,299,2843,,https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/010484/SRR10735899,SRX7411700,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858898,SAMN13630672,simple,29760,Vitis vinifera,GSM4225117,no,GEO,SRA1014100,public,3AF28C800BC5BC4DA5E818CBD0F3DA2B,3F06456DD92B3D2865AA348980DAE221,
SRR10735900,12/26/19 10:06,12/19/19 0:32,21026974,6295967558,21026974,299,2379,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010484/SRR10735900,SRX7411701,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858899,SAMN13630671,simple,29760,Vitis vinifera,GSM4225118,no,GEO,SRA1014100,public,53E229DB84AF679CA868420980D2F604,69784AA2047A5B069BEAD9259CD6C188,
SRR10735901,12/26/19 10:06,12/19/19 0:47,26569951,7952678438,26569951,299,2987,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/010484/SRR10735901,SRX7411702,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858903,SAMN13630705,simple,29760,Vitis vinifera,GSM4225119,no,GEO,SRA1014100,public,230CD6E3F7927DAC57025B66B3F527F6,D9FAFA4C24EA8CE37BF3710B6E74B4A6,
SRR10735902,12/26/19 10:06,12/19/19 0:53,26475331,7924928082,26475331,299,2969,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/010484/SRR10735902,SRX7411703,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858902,SAMN13630704,simple,29760,Vitis vinifera,GSM4225120,no,GEO,SRA1014100,public,3685AACE7C0C0F33228F26304C3DA3C0,F3053C6773AF0E63451466E6499EA252,
SRR10735903,12/26/19 10:06,12/19/19 0:33,26806608,8027651446,26806608,299,3035,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/010484/SRR10735903,SRX7411704,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858901,SAMN13630703,simple,29760,Vitis vinifera,GSM4225121,no,GEO,SRA1014100,public,63052F4E17E03FAB1B214EC5BFFAF234,C909B8B46F12C178CA6CB4F0A61857DC,
SRR10735904,12/26/19 10:06,12/19/19 0:28,25573170,7655113276,25573170,299,2894,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010484/SRR10735904,SRX7411705,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858900,SAMN13630702,simple,29760,Vitis vinifera,GSM4225122,no,GEO,SRA1014100,public,5F6D9324499B387E2A851768FFFBD3E9,1A7B17CAB3068108766F20FE1A7FA9B8,
SRR10735905,12/26/19 10:06,12/19/19 0:30,25070436,7504728280,25070436,299,2802,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/010484/SRR10735905,SRX7411706,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858904,SAMN13630701,simple,29760,Vitis vinifera,GSM4225123,no,GEO,SRA1014100,public,8C4AB4E84463EE653775D74AC7C21720,637B07A1B4D2852BF215AF0F9B9C5A14,
SRR10735906,12/26/19 10:06,12/19/19 0:33,29765731,8915908620,29765731,299,3576,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/010484/SRR10735906,SRX7411707,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858905,SAMN13630700,simple,29760,Vitis vinifera,GSM4225124,no,GEO,SRA1014100,public,08D84CC400EF7ADD23FFD4FC406D4A46,C8114F679E9F750BE9CEC4207A878825,
SRR10735907,12/26/19 10:06,12/19/19 0:33,25684465,7685533274,25684465,299,3081,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/010484/SRR10735907,SRX7411708,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858907,SAMN13630699,simple,29760,Vitis vinifera,GSM4225125,no,GEO,SRA1014100,public,6B54DC472A035B4C2F7454A929517F48,FF66206A813DC762E002EA7A9029CF87,
SRR10735908,12/26/19 10:06,12/19/19 0:52,24677939,7389188238,24677939,299,2976,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010484/SRR10735908,SRX7411709,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858908,SAMN13630698,simple,29760,Vitis vinifera,GSM4225126,no,GEO,SRA1014100,public,E0606067C92B61D875D4A161ABE9E4F0,2FEEE96CB79B58A6FB7C2D1BB2DECEC4,
SRR10735909,12/26/19 10:06,12/19/19 0:40,28248534,8462033078,28248534,299,3410,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/010484/SRR10735909,SRX7411710,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858909,SAMN13630697,simple,29760,Vitis vinifera,GSM4225127,no,GEO,SRA1014100,public,8813603863FAC05D9F13381292B7B18B,583FB3DF399F92D23EAB1C9AD70946D4,
SRR10735910,12/26/19 10:06,12/19/19 0:38,26494631,7939192274,26494631,299,3207,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/010484/SRR10735910,SRX7411711,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858906,SAMN13630696,simple,29760,Vitis vinifera,GSM4225128,no,GEO,SRA1014100,public,D6EBF5BB29D6D24A568F6899AE65B51A,0D34E7B4AFFF81117A175357807BA694,
SRR10735911,12/26/19 10:06,12/19/19 0:37,23117947,6923612500,23117947,299,2794,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/010484/SRR10735911,SRX7411712,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP238117,PRJNA596533,596533,SRS5858910,SAMN13630695,simple,29760,Vitis vinifera,GSM4225129,no,GEO,SRA1014100,public,37385CF4327D43A59E6902604A5C6D1D,04C72B2B5AA0D87C835A7F7125F61D7F,
SRR10753351,12/24/19 4:05,12/22/19 6:59,54747803,16424326572,54747803,299,5953,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753351,SRX7427961,A13,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873894,SAMN13663763,simple,29760,Vitis vinifera,FZ41_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,028046D4B3943FC1E79C5D088415D268,E1C4E0C7FC371CC0D79333270774A780,Fengzao
SRR10753352,12/24/19 5:03,12/22/19 8:05,76628890,22980680230,76628890,299,8281,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753352,SRX7427960,A11,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873893,SAMN13663761,simple,29760,Vitis vinifera,FZ32_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,B40D00C33B49704B23D90526B96847F0,C3913F2F1981705D93CFB9453BA8B774,Fengzao
SRR10753353,12/24/19 4:58,12/22/19 7:51,62024994,18607480956,62024994,299,6816,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753353,SRX7427959,A1,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873892,SAMN13663751,simple,29760,Vitis vinifera,FZ11_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,82E64EBF73608C2117A0E9A4E9F27AEC,809FD8D706E4161FBCED79AB7AF17737,Fengzao
SRR10753354,12/24/19 3:56,12/22/19 7:39,53007651,15902295300,53007651,300,5809,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/010501/SRR10753354,SRX7427958,A9,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873891,SAMN13663759,simple,29760,Vitis vinifera,FZ31_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,56AD0CA7E27334A9F39609D9B625B85B,FEDEA6768947B5E933E13AB132FB3EA4,Fengzao
SRR10753355,12/24/19 4:05,12/22/19 7:01,59620173,17886051900,59620173,300,6544,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753355,SRX7427957,A7,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873890,SAMN13663757,simple,29760,Vitis vinifera,FZ22_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,C1AFE85F1C99F6DC20361586C2D10698,EA6AC9D56BCA13859F6D51D766331DDB,Fengzao
SRR10753356,12/24/19 4:03,12/22/19 6:46,54417545,16325241888,54417545,299,5923,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753356,SRX7427956,A5,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873889,SAMN13663755,simple,29760,Vitis vinifera,FZ21_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,12BE0FF474D5F07CCF798943CAF5FA0E,08A0404FF1FE5B7DDF3E642C65B00470,Fengzao
SRR10753357,12/24/19 4:05,12/22/19 6:50,56875671,17062701300,56875671,300,6310,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753357,SRX7427955,A35,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873888,SAMN13663785,simple,29760,Vitis vinifera,KY52_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,7F34070DA1B0010C94B0F85C39DB05D7,6F892A344AA58B52894443EE49776223,Kyoho
SRR10753358,12/24/19 4:05,12/22/19 7:13,57969710,17390876200,57969710,299,6394,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/010501/SRR10753358,SRX7427954,A33,ncRNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP238481,PRJNA597115,597115,SRS5873887,SAMN13663783,simple,29760,Vitis vinifera,KY51_1,no,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA1015458,public,455DDABBFB5F629B9497EDEC1300AEFD,CF206B6C4BEF806539482D6BAE1C52D5,Kyoho
